"","CODIGO_UNIDAD_COMPRA","UNIDAD_COMPRA","CODIGO_PROCESO","MODALIDAD","ESTADO_PROCESO","FECHA_PUBLICACION","ID_ARTICULO","SUBCLASE_UNSPSC","DESCRIPCION_SUBCLASE","DESCRIPCION_ARTICULO","CANTIDAD","ABR_UNIDAD_MEDIDA","DESCRIPCION_UNIDAD_MEDIDA","PRECIO_UNITARIO_ESTIMADO","MONTO_TOTAL_ESTIMADO","CUENTA_PRESUPUESTARIA"
"835","000635","Instituto Nacional de Aguas Potables y Alcantarillados","INAPA-DAF-CM-2019-0171","Compras Menores","Proceso adjudicado y celebrado",2019-06-13 12:08:09,15417536,51121703,"Captopril","CAPTOPRIL 50MG (COMPRIMIDOS)",100,"UD","Unidad",65,6500,"2.3.4.1.01"
"836","000684","Instituto Tecnológico de las Américas","ITLA-UC-CD-2020-0039","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2020-09-21 15:40:00,25089772,51121703,"Captopril","Captopril 25mg",100,"UD","Unidad",3,250,"2.3.4.1.01"
"837","000635","Instituto Nacional de Aguas Potables y Alcantarillados","INAPA-UC-CD-2021-0071","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-04-08 16:00:45,31627955,51121703,"Captopril","CAPTOPRIL 50MG (COMPRIMIDOS)",50,"UD","Unidad",25,1250,"2.3.4.1.01"
"838","000684","Instituto Tecnológico de las Américas","ITLA-DAF-CM-2021-0009","Compras Menores","Proceso adjudicado y celebrado",2021-04-09 12:20:01,31698269,51121703,"Captopril","Captopril 50mg tableta",100,"UD","Unidad",25,2500,"2.3.4.1.01"
"839","000134","Ministerio Administrativo de la Presidencia","MAPRE-DAF-CM-2021-0073","Compras Menores","Proceso adjudicado y celebrado",2021-09-16 10:04:28,37103530,51121703,"Captopril","CAPTOPRIL TABLETA 25MG",100,"UD","Unidad",22,2200,"2.3.4.1.01"
"840","000134","Ministerio Administrativo de la Presidencia","MAPRE-DAF-CM-2021-0073","Compras Menores","Proceso adjudicado y celebrado",2021-09-16 10:04:28,37103531,51121703,"Captopril","CAPTOPRIL TABLETA 50MG",100,"UD","Unidad",20,2000,"2.3.4.1.01"
"841","000684","Instituto Tecnológico de las Américas","ITLA-UC-CD-2021-0042","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-09-23 10:25:03,37330876,51121703,"Captopril","Captopril 2mg tableta",100,"UD","Unidad",4,400,"2.3.4.1.01"
"842","000635","Instituto Nacional de Aguas Potables y Alcantarillados","INAPA-UC-CD-2022-0012","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2022-03-02 15:55:01,44898870,51121703,"Captopril","CAPTOPRIL 50MG (COMPRIMIDOS)",200,"UD","Unidad",26,5200,"2.3.4.1.01"
"843","000180","Dirección General de Seguridad de Tránsito y Transporte Terrestre","AMET-UC-CD-2018-0006","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2018-04-19 11:05:03,6015338,51121703,"Captopril","CAPTOPRIL 50 MG TABS C/100",1,"CAJ","Caja",846,846,"2.3.4.1.01"
"844","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2018-0219","Compras Menores","Proceso adjudicado y celebrado",2018-10-03 14:30:04,9220187,51141702,"Haloperidol","Captopril 25 mg y 50 mg. (pastilla)",150,"UD","Unidad",160,24000,"2.3.4.1.01"
"845","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-CCC-CP-2018-0031","Comparación de Precios","Proceso adjudicado y celebrado",2018-11-08 17:55:05,9863931,51141701,"Fenotiazinas","Captopril 25 mg (BLISTER)",825,"UD","Unidad",10,8250,"2.3.4.1.01"
"846","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2019-0009","Compras Menores","Proceso adjudicado y celebrado",2019-01-31 17:00:01,11611869,51121703,"Captopril","Captopril 25 mg (blister)",825,"UD","Unidad",18,14850,"2.3.4.1.01"
"847","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2019-0283","Compras Menores","Proceso adjudicado y celebrado",2019-08-21 15:01:51,17264330,51121703,"Captopril","Captopril 25 mg (blister)",200,"UD","Unidad",60,12000,"2.3.4.1.01"
"848","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2019-0358","Compras Menores","Proceso adjudicado y celebrado",2019-10-02 14:07:15,18224673,51142103,"Diclofenaco potásico","Captopril 25 mg",200,"UD","Unidad",380,76000,"2.3.4.1.01"
"849","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2019-0395","Compras Menores","Proceso adjudicado y celebrado",2019-10-16 16:03:48,18575765,51142103,"Diclofenaco potásico","Captopril 25 mg",200,"UD","Unidad",380,76000,"2.3.4.1.01"
"850","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2019-0445","Compras Menores","Proceso adjudicado y celebrado",2019-11-07 16:04:49,19109977,51142103,"Diclofenaco potásico","Captopril 25 mg",200,"UD","Unidad",380,76000,"2.3.4.1.01"
"851","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2020-0039","Compras Menores","Proceso adjudicado y celebrado",2020-02-21 12:01:46,21683663,51121703,"Captopril","Captopril 25 mg (BLISTER)",1200,"UD","Unidad",400,480000,"2.3.4.1.01"
"852","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-CCC-LPN-2020-0003","Licitación Pública Nacional","Cancelado",2020-06-02 09:30:12,23055778,51121703,"Captopril","Captopril 25 mg",11000,"UD","Unidad",400,4400000,"2.3.4.1.01"
"853","000143","Dirección General de Migración","DGM-UC-CD-2020-0135","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2020-09-08 12:10:03,24905670,51161812,"Combinación de acetaminofen y clorfeniramina","CAPTOPRIL SUBLINGUAL 50 MG (CRISIS HIPERTENSIVA)",1,"CAJ","Caja",2200,2200,"2.3.4.1.01"
"854","000143","Dirección General de Migración","DGM-UC-CD-2020-0135","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2020-09-08 12:10:03,24905674,51161812,"Combinación de acetaminofen y clorfeniramina","CAPTOPRIL SUBLINGUAL 25 MG (CRISIS HIPERTENSIVA)",1,"CAJ","Caja",2000,2000,"2.3.4.1.01"
"855","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2021-0036","Compras Menores","Proceso desierto",2021-05-28 14:01:33,32114148,51121704,"Lisinopril","Captopril",200,"UD","Unidad",23,4576,"2.3.4.1.01"
"856","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2021-0036","Compras Menores","Proceso desierto",2021-05-28 14:01:33,32114146,51121703,"Captopril","Captoprilo",700,"UD","Unidad",8,5761,"2.3.4.1.01"
"857","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2021-0036","Compras Menores","Proceso desierto",2021-05-28 14:01:33,32114147,51121703,"Captopril","Captopril",200,"UD","Unidad",19,3806,"2.3.4.1.01"
"858","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2021-0096","Compras Menores","Proceso desierto",2021-06-24 10:02:50,33951015,51121704,"Lisinopril","Captopril",200,"UD","Unidad",23,4576,"2.3.4.1.01"
"859","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2021-0096","Compras Menores","Proceso desierto",2021-06-24 10:02:50,33951013,51121703,"Captopril","Captoprilo",700,"UD","Unidad",8,5761,"2.3.4.1.01"
"860","000240","Ministerio de Salud Pública y Asistencia Social","MISPAS-DAF-CM-2021-0096","Compras Menores","Proceso desierto",2021-06-24 10:02:50,33951014,51121703,"Captopril","Captopril",200,"UD","Unidad",19,3806,"2.3.4.1.01"
"861","000143","Dirección General de Migración","DGM-UC-CD-2021-0052","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-07-08 09:20:06,34229681,51142001,"Acetaminofén","CAPTOPRIL (TABLETAS)",2,"CAJ","Caja",525,1050,"2.3.4.1.01"
"862","000257","Ministerio de Turismo","MITUR-UC-CD-2021-0175","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-11-19 12:03:00,39315438,51121703,"Captopril","CAPTOPRIL 25 MG/ TAB",50,"UD","Unidad",8,388,"2.3.4.1.01"
"863","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-LPN-2018-0006","Licitación Pública Nacional","Proceso adjudicado y celebrado",2018-04-05 17:02:07,5603279,51101603,"Metronidazol","27 (10639)CAPTOPRILO; 25 mg; COMPRIMIDO ORAL SUBLINGUAL; BLISTER",3e+05,"UD","Unidad",1,171000,"2.3.4.1.01"
"864","000122","Dirección General de Bienes Nacionales","DGBN-UC-CD-2018-0010","Compras por Debajo del Umbral","Cancelado",2018-05-16 11:15:03,6478388,51121703,"Captopril","Captopril 50 mg",300,"UD","Unidad",2,450,"2.3.4.1.01"
"865","000154","Dirección General de Escuelas Vocacionales de las FFAA","DIGEV-DAF-CM-2018-0089","Compras Menores","Proceso adjudicado y celebrado",2018-07-04 12:06:41,7392580,51121743,"Besilato de amlodipina","CAPTOPRIL 50 MG. TABLETAS",500,"UD","Unidad",6,2750,"2.3.4.1.01"
"866","000154","Dirección General de Escuelas Vocacionales de las FFAA","DIGEV-DAF-CM-2018-0136","Compras Menores","Proceso adjudicado y celebrado",2018-09-06 14:15:02,8815427,51121703,"Captopril","CAPTOPRIL 50 MG TABLETAS",2000,"UD","Unidad",6,12500,"2.3.4.1.01"
"867","000154","Dirección General de Escuelas Vocacionales de las FFAA","DIGEV-DAF-CM-2018-0136","Compras Menores","Proceso adjudicado y celebrado",2018-09-06 14:15:02,8815428,51121703,"Captopril","CAPTOPRIL 25 MG TABLETAS",2000,"UD","Unidad",5,10500,"2.3.4.1.01"
"868","000001","Ministerio de Relaciones Exteriores","MIREX-UC-CD-2018-0302","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2018-09-21 12:02:34,9068190,51121703,"Captopril","CAPTOPRIL 50 MG",1,"CAJ","Caja",700,700,"2.3.4.1.01"
"869","000172","Armada de República Dominicana","ARD-CCC-CP-2018-0049","Comparación de Precios","Proceso adjudicado y celebrado",2018-10-25 10:05:53,9635009,51121703,"Captopril","CAPTOPRIL 25 MG TAB UND",2000,"UD","Unidad",2,4000,"2.3.4.1.01"
"870","000172","Armada de República Dominicana","ARD-CCC-CP-2018-0049","Comparación de Precios","Proceso adjudicado y celebrado",2018-10-25 10:05:53,9635055,51121703,"Captopril","CAPTOPRIL 50 MG TAB UND",2000,"UD","Unidad",3,6000,"2.3.4.1.01"
"871","000171","Ejército de República Dominicana","EN-CCC-CP-2018-0056","Comparación de Precios","Proceso adjudicado y celebrado",2018-12-10 08:30:05,10490477,51142106,"Ibuprofeno","Captopril 25 MG Tableta",2850,"UD","Unidad",28,79800,"2.3.4.1.01"
"872","000171","Ejército de República Dominicana","EN-CCC-CP-2018-0056","Comparación de Precios","Proceso adjudicado y celebrado",2018-12-10 08:30:05,10490481,51142106,"Ibuprofeno","Captopril 50 MG Tableta",950,"UD","Unidad",30,28025,"2.3.4.1.01"
"873","000172","Armada de República Dominicana","ARD-CCC-CP-2019-0003","Comparación de Precios","Proceso adjudicado y celebrado",2019-01-18 14:00:26,11330447,51121703,"Captopril","CAPTOPRIL  25 MG  TABLETAS  UNIDADES",5000,"UD","Unidad",5,25000,"2.3.4.1.01"
"874","000172","Armada de República Dominicana","ARD-CCC-CP-2019-0003","Comparación de Precios","Proceso adjudicado y celebrado",2019-01-18 14:00:26,11331853,51121703,"Captopril","CAPTOPRIL  50 MG  TABLETAS  UNIDADES",1000,"UD","Unidad",5,5000,"2.3.4.1.01"
"875","000183","DIRECCION GENERAL DE DRAGAS, PRESAS Y BALIZAMIENTO MG","DGDRAGAS-DAF-CM-2019-0004","Compras Menores","Proceso adjudicado y celebrado",2019-01-28 16:29:19,11515455,51121703,"Captopril","Captopril de 50mg.",6,"UD","Unidad",700,4200,"2.3.4.1.01"
"876","000001","Ministerio de Relaciones Exteriores","MIREX-UC-CD-2019-0285","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2019-05-15 11:45:04,14655895,51101503,"Cloranfenicol","CAPTROPILAN 50 MG X 30 TAB CAPTOPRIL 50 MG",1,"CAJ","Caja",691,691,"2.3.4.1.01"
"877","000172","Armada de República Dominicana","ARD-CCC-CP-2019-0018","Comparación de Precios","Proceso adjudicado y celebrado",2019-06-17 15:01:27,15416120,51121703,"Captopril","CAPTOPRIL 25MG TAB UNID",4000,"UD","Unidad",4,16000,"2.3.4.1.01"
"878","000172","Armada de República Dominicana","ARD-CCC-CP-2019-0018","Comparación de Precios","Proceso adjudicado y celebrado",2019-06-17 15:01:27,15416531,51121703,"Captopril","CAPTOPRIL 50MG TAB UNID",2000,"UD","Unidad",4,8000,"2.3.4.1.01"
"879","000122","Dirección General de Bienes Nacionales","DGBN-UC-CD-2019-0014","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2019-08-06 11:45:02,16368400,51121703,"Captopril","Captopril   50 mg tabletas",2,"CAJ","Caja",480,960,"2.3.4.1.01"
"880","000670","Instituto Nacional de Auxilios y Viviendas","INAVI-CCC-CP-2019-0023","Comparación de Precios","Proceso adjudicado y celebrado",2019-08-02 17:00:25,16809406,51121703,"Captopril","Captopril 25 mg CAJA 100/1",50,"CAJ","Caja",1255,62750,"2.3.4.1.01"
"881","000204","Comisión Presidencial Apoyo Desarrollo Barrial","CPADB-DAF-CM-2019-0019","Compras Menores","Proceso adjudicado y celebrado",2019-09-02 10:01:33,17546090,51121703,"Captopril","CAPTOPRIL SUBLINGUAL DE 25 MG",3,"UD","Unidad",1850,5550,"2.3.4.1.01"
"882","000122","Dirección General de Bienes Nacionales","DGBN-UC-CD-2019-0025","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2019-09-27 15:50:01,18115741,51121703,"Captopril","Captopril 50 mg tabletas",2,"CAJ","Caja",490,980,"2.3.4.1.01"
"883","000251","Ministerio de Industria, Comercio y Mipymes","MICM-DAF-CM-2019-0143","Compras Menores","Proceso adjudicado y celebrado",2019-10-08 14:03:35,18375424,12352401,"Mezclas químicas orgánicas","captopril",1,"CAJ","Caja",1000,1000,"2.3.7.2.99"
"884","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-LPN-2019-0007","Licitación Pública Nacional","Proceso adjudicado y celebrado",2019-10-24 11:15:04,18787302,51142103,"Diclofenaco potásico","110-1433-CAPTOPRILO; 50 mg; COMPRIMIDO ORAL; BLISTER",1440000,"UD","Unidad",1,1656000,"2.3.4.1.01"
"885","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-LPN-2019-0007","Licitación Pública Nacional","Proceso adjudicado y celebrado",2019-10-24 11:15:04,18787305,51142103,"Diclofenaco potásico","109-10639-CAPTOPRILO; 25 mg; COMPRIMIDO ORAL SUBLINGUAL; BLISTER",80000,"UD","Unidad",0,36800,"2.3.4.1.01"
"886","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-CP-2019-0046","Comparación de Precios","Proceso desierto",2019-11-13 10:11:09,19271282,51101503,"Cloranfenicol","Captoprilo 50 mg Tableta Blíster",2e+06,"UD","Unidad",1,2300000,"2.3.4.1.01"
"887","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-CP-2019-0046","Comparación de Precios","Proceso desierto",2019-11-13 10:11:09,19271508,51101503,"Cloranfenicol","CAPTOPRILO 25 mg; COMPRIMIDO ORAL SUBLINGUAL; BLISTER",50000,"UD","Unidad",2,75000,"2.3.4.1.01"
"888","000001","Ministerio de Relaciones Exteriores","MIREX-UC-CD-2019-0843","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2019-11-27 11:45:01,19620619,51101503,"Cloranfenicol","CAPTROPILAN 50 MG X 30 TAB CAPTOPRIL 50 MG",1,"CAJ","Caja",723,723,"2.3.4.1.01"
"889","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-LPN-2020-0001","Licitación Pública Nacional","Proceso adjudicado y celebrado",2020-01-22 15:00:00,20882815,51101503,"Cloranfenicol","156(1433) Captoprilo",2400000,"UD","Unidad",1,2760000,"2.3.4.1.01"
"890","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-LPN-2020-0001","Licitación Pública Nacional","Proceso adjudicado y celebrado",2020-01-22 15:00:00,20883147,51101503,"Cloranfenicol","157(10639) CAPTOPRILO; 25 mg; COMPRIMIDO ORAL SUBLINGUAL; BLISTER",80000,"UD","Unidad",0,36800,"2.3.4.1.01"
"891","000172","Armada de República Dominicana","ARD-CCC-CP-2020-0002","Comparación de Precios","Proceso adjudicado y celebrado",2020-02-10 10:01:16,21356338,51121703,"Captopril","CAPTOPRIL 25 MG UNIDADES",500,"UD","Unidad",6,3000,"2.3.4.1.01"
"892","000172","Armada de República Dominicana","ARD-CCC-CP-2020-0002","Comparación de Precios","Proceso adjudicado y celebrado",2020-02-10 10:01:16,21356488,51121703,"Captopril","CAPTOPRIL 50 MG TAB UNIDADES",500,"UD","Unidad",7,3500,"2.3.4.1.01"
"893","000171","Ejército de República Dominicana","EN-CCC-CP-2020-0009","Comparación de Precios","Proceso adjudicado y celebrado",2020-02-18 16:29:09,21662976,42141905,"Jabones para enema","Captopril 25 MG Tableta",100,"UD","Unidad",29,2850,"2.3.4.1.01"
"894","000171","Ejército de República Dominicana","EN-CCC-CP-2020-0009","Comparación de Precios","Proceso adjudicado y celebrado",2020-02-18 16:29:09,21662980,42141905,"Jabones para enema","Captopril 50 MG Tableta",50,"UD","Unidad",30,1500,"2.3.4.1.01"
"895","000582","Programa de Medicamentos Esenciales","PROMESECAL-MAE-PEUR-2020-0002","Procesos de Excepción","Proceso adjudicado y celebrado",2020-04-29 12:00:03,22736105,51101503,"Cloranfenicol","46(1433) Captoprilo Comp./Tabletas",1e+06,"UD","Unidad",1,1150000,"2.3.4.1.01"
"896","000205","Consejo Nacional de Discapacitados","CONADIS-DAF-CM-2020-0007","Compras Menores","Proceso adjudicado y celebrado",2020-05-01 17:20:03,22820230,51121703,"Captopril","Captopril en pastilla (25 mg)",20,"UD","Unidad",22,448,"2.3.4.1.01"
"897","000670","Instituto Nacional de Auxilios y Viviendas","INAVI-CCC-CP-2020-0005","Comparación de Precios","Sobres están abriéndose",2020-06-23 09:30:01,23789115,51121703,"Captopril","Captopril 50 mg.",10,"CAJ","Caja",600,6000,"2.3.4.1.01"
"898","000172","Armada de República Dominicana","ARD-CCC-CP-2020-0010","Comparación de Precios","Proceso adjudicado y celebrado",2020-07-07 10:30:01,23984647,51121703,"Captopril","CAPTOPRIL 25 MG UNIDADES",500,"UD","Unidad",5,2625,"2.3.4.1.01"
"899","000172","Armada de República Dominicana","ARD-CCC-CP-2020-0010","Comparación de Precios","Proceso adjudicado y celebrado",2020-07-07 10:30:01,23984650,51121703,"Captopril","CAPTOPRIL 50 MG TAB UNIDADES",500,"UD","Unidad",8,4000,"2.3.4.1.01"
"900","000178","Gabinete de Coordinación de Políticas Sociales","GCPS-UC-CD-2020-0155","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2020-09-08 14:35:18,24884224,51121703,"Captopril","Captopril 25MG",100,"UD","Unidad",3,262,"2.3.4.1.01"
"901","000178","Gabinete de Coordinación de Políticas Sociales","GCPS-UC-CD-2020-0155","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2020-09-08 14:35:18,24884225,51121703,"Captopril","Captopril 50MG",100,"UD","Unidad",4,394,"2.3.4.1.01"
"902","000236","Dirección General de Pasaportes","PASAPORTES-CCC-CP-2020-0012","Comparación de Precios","Proceso desierto",2020-09-21 12:01:08,25026924,51121703,"Captopril","Captopril",10,"CAJ","Caja",1500,15000,"2.3.4.1.01"
"903","000582","Programa de Medicamentos Esenciales","PROMESECAL-MAE-PEEN-2020-0028","Procesos de Excepción","Proceso adjudicado y celebrado",2020-10-07 18:00:00,25398584,51121703,"Captopril","19(10639) CAPTOPRILO; 25 mg; COMPRIMIDO ORAL SUBLINGUAL; BLISTER",80000,"UD","Unidad",1,44000,"2.3.4.1.01"
"904","000183","DIRECCION GENERAL DE DRAGAS, PRESAS Y BALIZAMIENTO MG","DGDRAGAS-DAF-CM-2020-0021","Compras Menores","Proceso adjudicado y celebrado",2020-10-08 17:10:01,25439619,51121703,"Captopril","Cajas de Captopril 50mg. 30/1",1,"UD","Unidad",745,745,"2.3.4.1.01"
"905","000236","Dirección General de Pasaportes","PASAPORTES-CCC-CP-2020-0014","Comparación de Precios","Proceso adjudicado y celebrado",2020-12-02 12:00:05,25764548,51121703,"Captopril","Captopril",10,"CAJ","Caja",1500,15000,"2.3.4.1.01"
"906","000559","Instituto Dominicano de Aviación Civíl","IDAC-UC-CD-2020-0094","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2020-11-17 10:25:00,26479844,51121703,"Captopril","CAPTOPRIL 50 MG",1,"CAJ","Caja",1035,1035,"2.3.4.1.01"
"907","000001","Ministerio de Relaciones Exteriores","MIREX-DAF-CM-2020-0142","Compras Menores","Proceso adjudicado y celebrado",2020-12-07 11:20:05,27627572,51121703,"Captopril","CAPTOPRILAN 50 Mg  (30 Tab por cajas)",2,"CAJ","Caja",750,1500,"2.3.4.1.01"
"908","000166","DIRECCION GENERAL DE LAS RESERVAS DE LAS FUERZAS ARMADAS","RESERVAFAyPN-DAF-CM-2020-0003","Compras Menores","Proceso adjudicado y celebrado",2020-12-16 14:30:37,28107630,51121703,"Captopril","Captopril tableta 50 Mg. 100/1",400,"UD","Unidad",210,84000,"2.3.4.1.01"
"909","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-LPN-2021-0001","Licitación Pública Nacional","Proceso adjudicado y celebrado",2021-03-08 09:00:30,29865293,51121703,"Captopril","(123)10639-Captopril Comp. Sub/Lingual 25mg Blister",28000,"UD","Unidad",1,14280,"2.3.4.1.01"
"910","000206","Dirección General de Desarrollo Comunidad","DGDC-DAF-CM-2021-0014","Compras Menores","Cancelado",2021-03-15 16:00:37,30892214,51101701,"Albendazol","CAPTOPRILO 25 MG",50,"CAJ","Caja",30,1500,"2.3.4.1.01"
"911","000582","Programa de Medicamentos Esenciales","PROMESECAL-MAE-PEUR-2021-0006","Procesos de Excepción","Proceso adjudicado y celebrado",2021-05-12 09:00:02,31754166,51121703,"Captopril","(82)10639(Captopril Comp. Sub/Lingual  25mg  Blister",24000,"UD","Unidad",1,12240,"2.3.4.1.01"
"912","000206","Dirección General de Desarrollo Comunidad","DGDC-DAF-CM-2021-0018","Compras Menores","Proceso adjudicado y celebrado",2021-04-13 13:00:39,31756072,51101701,"Albendazol","CAPTOPRILO 25 MG",100,"CAJ","Caja",170,17000,"2.3.4.1.01"
"913","000554","Junta de Aviación Civil","JAC-UC-CD-2021-0098","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-04-21 10:40:00,32002666,51161812,"Combinación de acetaminofen y clorfeniramina","CAPTOPRILA 50GM",1,"CAJ","Caja",900,900,"2.3.4.1.01"
"914","000559","Instituto Dominicano de Aviación Civíl","IDAC-UC-CD-2021-0064","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-04-28 10:40:04,32127509,51101509,"Tetraciclina","Caja de Captopril de 25 Mg.",1,"UD","Unidad",1180,1180,"2.3.4.1.01"
"915","000204","Comisión Presidencial Apoyo Desarrollo Barrial","CPADB-DAF-CM-2021-0012","Compras Menores","Proceso desierto",2021-06-23 11:00:03,34003368,51121703,"Captopril","Captopril 25mg ud.",700,"UD","Unidad",51,35518,"2.3.4.1.01"
"916","000204","Comisión Presidencial Apoyo Desarrollo Barrial","CPADB-DAF-CM-2021-0014","Compras Menores","Proceso adjudicado y celebrado",2021-07-19 14:00:01,34533852,51121703,"Captopril","Captopril 25mg ud.",700,"UD","Unidad",51,35518,"2.3.4.1.01"
"917","000582","Programa de Medicamentos Esenciales","PROMESECAL-MAE-PEUR-2021-0010","Procesos de Excepción","Proceso adjudicado y celebrado",2021-07-26 09:30:05,34577514,51121703,"Captopril","(42)(10639)  Captopril Comp. Sub/Lingual  25mg",8420,"UD","Unidad",1,4294,"2.3.4.1.01"
"918","000166","DIRECCION GENERAL DE LAS RESERVAS DE LAS FUERZAS ARMADAS","RESERVAFAyPN-UC-CD-2021-0007","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-09-03 13:55:01,36693808,51121703,"Captopril","Captopril 50mg 10x10 tabletas, 100/1",6,"CAJ","Caja",810,4860,"2.3.4.1.01"
"919","000001","Ministerio de Relaciones Exteriores","MIREX-DAF-CM-2021-0070","Compras Menores","Proceso adjudicado y celebrado",2021-10-01 11:01:16,37663312,51121703,"Captopril","CAPTOPRILAN 50 Mg  (30 tables por cajas)",2,"CAJ","Caja",850,1700,"2.3.4.1.01"
"920","000183","DIRECCION GENERAL DE DRAGAS, PRESAS Y BALIZAMIENTO MG","DGDRAGAS-DAF-CM-2021-0016","Compras Menores","Proceso adjudicado y celebrado",2021-10-11 12:25:01,37801943,51121703,"Captopril","Cajas de Captopril 50mg. (tabletas)",6,"CAJ","Caja",312,1872,"2.3.4.1.01"
"921","000582","Programa de Medicamentos Esenciales","PROMESECAL-CCC-LPN-2021-0009","Licitación Pública Nacional","Proceso adjudicado y celebrado",2021-11-02 10:01:54,38538811,51121703,"Captopril","(45)10639(CAPTOPRILO; 25 mg; COMPRIMIDO ORAL SUBLINGUAL; BLISTER",12000,"UD","Unidad",1,6120,"2.3.4.1.01"
"922","000251","Ministerio de Industria, Comercio y Mipymes","MICM-UC-CD-2021-0183","Compras por Debajo del Umbral","Proceso adjudicado y celebrado",2021-11-19 17:00:03,39283479,51121703,"Captopril","Captopril 50 mg",1,"CAJ","Caja",700,700,"2.3.4.1.01"
"923","000166","DIRECCION GENERAL DE LAS RESERVAS DE LAS FUERZAS ARMADAS","RESERVAFAyPN-DAF-CM-2021-0008","Compras Menores","Proceso adjudicado y celebrado",2021-12-02 15:20:05,39891972,51121703,"Captopril","CAPTOPRIL 50 MG/ TAB, 100/1",15,"CAJ","Caja",800,12000,"2.3.4.1.01"
"924","000582","Programa de Medicamentos Esenciales","PROMESECAL-MAE-PEUR-2021-0020","Procesos de Excepción","Proceso adjudicado y celebrado",2021-12-20 13:30:04,40412690,51121703,"Captopril","(69)10639(Captopril Comp. Sub/Lingual",30000,"UD","Unidad",1,23100,"2.3.4.1.01"
"925","000582","Programa de Medicamentos Esenciales","PROMESECAL-MAE-PEUR-2021-0020","Procesos de Excepción","Proceso adjudicado y celebrado",2021-12-20 13:30:04,40412691,51121703,"Captopril","(70)1433(Captoprilo",1e+06,"UD","Unidad",2,1910000,"2.3.4.1.01"
"926","000582","Programa de Medicamentos Esenciales","PROMESECAL-MAE-PEUR-2022-0005","Procesos de Excepción","Proceso adjudicado y celebrado",2022-01-12 11:00:03,41802012,51121703,"Captopril","(55)(10639)  Captopril Comp. Sub/Lingual  25mg",7500,"UD","Unidad",5,34125,"2.3.4.1.01"
"927","000172","Armada de República Dominicana","ARD-CCC-CP-2022-0003","Comparación de Precios","Proceso adjudicado y celebrado",2022-01-31 14:30:02,42223359,51121703,"Captopril","CAPTOPRIL 50MG CAJA X 100 TABLETAS",50,"UD","Unidad",400,20000,"2.3.4.1.01"
"928","000172","Armada de República Dominicana","ARD-CCC-CP-2022-0003","Comparación de Precios","Proceso adjudicado y celebrado",2022-01-31 14:30:02,42223360,51121703,"Captopril","CAPTOPRIL 25MG CAJA X 100 TABLETAS",40,"UD","Unidad",410,16400,"2.3.4.1.01"
"929","000153","Ministerio de Defensa","MIDE-CCC-CP-2022-0003","Comparación de Precios","Proceso adjudicado y celebrado",2022-02-09 14:00:01,42837670,51121703,"Captopril","Captopril 25 MGTABL",1000,"UD","Unidad",13,13000,"2.3.4.1.01"
